generic,disease,min_age_d,max_age_d,min_age_m,max_age_m,min_age_y,max_age_y,min_weight,max_weight,min_dose_dw_mg,max_dose_dw_mg,min_dose_dw_iu,max_dose_dw_iu,limit_mg,limit_iu,min_dose_dd_mg,max_dose_dd_mg,min_dose_dd_UNIT,max_dose_dd_iu,route,
Ciprofloxacin Hydrochloride,Cutaneous Bacillus anthracis,,,1,,,11,,,20,30,,,1200,,,,,,IV,
Ciprofloxacin Hydrochloride,Cutaneous Bacillus anthracis,1,29,,,,,,,20,30,,,,,,,,,IV,
Ciprofloxacin Hydrochloride,Cutaneous Bacillus anthracis,,,1,,,11,9,12.5,,,,,,,250,375,,,PO,
Ciprofloxacin Hydrochloride,Cutaneous Bacillus anthracis,,,1,,,11,24.6,,,,,,,,1000,1500,,,PO,
Ciprofloxacin Hydrochloride,Cutaneous Bacillus anthracis,,,1,,,11,12.6,24.5,,,,,,,500,750,,,PO,
Ciprofloxacin Hydrochloride,Cutaneous Bacillus anthracis,1,29,,,,,,,20,30,,,,,,,,,PO,
Ciprofloxacin Hydrochloride,Cystitis,,,,,12,120,,,,,,,,,500,750,,,PO,
Ciprofloxacin Hydrochloride,Febrile Neutropenia,,,,,12,120,,,,,,,,,1200,1600,,,IV,
Ciprofloxacin Hydrochloride,Gonococcal Infection - Uncomplicated,,,,,12,120,,,,,,,,,250,500,,,PO,
Ciprofloxacin Hydrochloride,Granuloma Inguinale,,,,,12,120,,,,,,,,,1500,2250,,,PO,
Ciprofloxacin Hydrochloride,Infectious Diarrhea,,,,,12,120,,,,,,,,,800,1200,,,IV,
Ciprofloxacin Hydrochloride,Infectious Diarrhea,,,,,12,120,,,,,,,,,1000,1500,,,PO,
Ciprofloxacin Hydrochloride,Inhalation Bacillus anthracis,,,,,12,120,,,,,,,,,800,1200,,,IV,
Ciprofloxacin Hydrochloride,Inhalation Bacillus anthracis,,,,,12,120,,,,,,,,,1000,1500,,,PO,
Ciprofloxacin Hydrochloride,Inhalation Bacillus anthracis,,,1,,,11,,,20,30,,,1200,,,,,,IV,
Ciprofloxacin Hydrochloride,Inhalation Bacillus anthracis,1,29,,,,,,,20,30,,,,,,,,,IV,
Ciprofloxacin Hydrochloride,Inhalation Bacillus anthracis,,,1,,,11,9,12.5,,,,,,,250,375,,,PO,
Ciprofloxacin Hydrochloride,Inhalation Bacillus anthracis,,,1,,,11,24.6,,,,,,,,1000,1500,,,PO,
Ciprofloxacin Hydrochloride,Inhalation Bacillus anthracis,,,1,,,11,12.6,24.5,,,,,,,500,750,,,PO,
Ciprofloxacin Hydrochloride,Inhalation Bacillus anthracis,1,29,,,,,,,20,30,,,,,,,,,PO,
Ciprofloxacin Hydrochloride,Intraabdominal Infection,,,,,12,120,,,,,,,,,800,1200,,,IV,
Ciprofloxacin Hydrochloride,Intraabdominal Infection,,,,,12,120,,,,,,,,,1000,1500,,,PO,
Ciprofloxacin Hydrochloride,Meningococcal Meningitis Prophylaxis,,,,,12,120,,,,,,,,,500,1000,,,PO,
Ciprofloxacin Hydrochloride,Nosocomial Pneumonia,,,,,12,120,,,,,,,,,1200,1600,,,IV,
Ciprofloxacin Hydrochloride,Osteomyelitis,,,,,12,120,,,,,,,,,800,1200,,,IV,
Ciprofloxacin Hydrochloride,Osteomyelitis,,,,,12,120,,,,,,,,,1000,1500,,,PO,
Ciprofloxacin Hydrochloride,Plague,,,,,12,120,,,,,,,,,800,1200,,,IV,
Ciprofloxacin Hydrochloride,Plague,,,,,12,120,,,,,,,,,1000,1500,,,PO,
Ciprofloxacin Hydrochloride,Plague,,,1,,,11,,,20,30,,,1200,,,,,,IV,
Ciprofloxacin Hydrochloride,Plague,,,1,,,11,9,12.5,,,,,,,250,375,,,PO,
Ciprofloxacin Hydrochloride,Plague,,,1,,,11,24.6,31.5,,,,,,,750,1500,,,PO,
Ciprofloxacin Hydrochloride,Plague,,,1,,,11,37.6,,,,,,,,1000,2250,,,PO,
Ciprofloxacin Hydrochloride,Plague,,,1,,,11,12.6,24.5,,,,,,,500,750,,,PO,
Ciprofloxacin Hydrochloride,Plague,,,1,,,11,32.6,37.5,,,,,,,750,1875,,,PO,
Ciprofloxacin Hydrochloride,Plague Prophylaxis,,,,,12,120,,,,,,,,,800,1200,,,IV,
Ciprofloxacin Hydrochloride,Plague Prophylaxis,,,,,12,120,,,,,,,,,1000,1500,,,PO,
Ciprofloxacin Hydrochloride,Plague Prophylaxis,,,1,,,11,9,12.5,,,,,,,250,375,,,PO,
Ciprofloxacin Hydrochloride,Plague Prophylaxis,,,1,,,11,24.6,31.5,,,,,,,750,1500,,,PO,
Ciprofloxacin Hydrochloride,Plague Prophylaxis,,,1,,,11,37.6,,,,,,,,1000,2250,,,PO,
Ciprofloxacin Hydrochloride,Plague Prophylaxis,,,1,,,11,12.6,24.5,,,,,,,500,750,,,PO,
Ciprofloxacin Hydrochloride,Plague Prophylaxis,,,1,,,11,32.6,37.5,,,,,,,750,1875,,,PO,
Ciprofloxacin Hydrochloride,Pneumonia,,,,,12,120,,,,,,,,,800,1200,,,IV,
Ciprofloxacin Hydrochloride,Pneumonia,,,,,12,120,,,,,,,,,1000,1500,,,PO,
Ciprofloxacin Hydrochloride,Pneumonia with Cystic Fibrosis,,,,,5,11,,,30,40,,,,,,,,,PO,
Ciprofloxacin Hydrochloride,Prostatitis,,,,,12,120,,,,,,,,,800,1200,,,IV,
Ciprofloxacin Hydrochloride,Prostatitis,,,,,12,120,,,,,,,,,1000,1500,,,PO,
Ciprofloxacin Hydrochloride,Pyelonephritis,,,,,1,11,,,18,30,,,1200,,,,,,IV,
Ciprofloxacin Hydrochloride,Pyelonephritis,,,,,1,11,9,12.5,,,,,,,250,375,,,PO,
Ciprofloxacin Hydrochloride,Pyelonephritis,,,,,1,11,24.6,31.5,,,,,,,750,1500,,,PO,
Ciprofloxacin Hydrochloride,Pyelonephritis,,,,,1,11,37.6,,,,,,,,1000,2250,,,PO,
Ciprofloxacin Hydrochloride,Pyelonephritis,,,,,1,11,12.6,24.5,,,,,,,500,750,,,PO,
Ciprofloxacin Hydrochloride,Pyelonephritis,,,,,1,11,32.6,37.5,,,,,,,750,1875,,,PO,
Ciprofloxacin Hydrochloride,Pyelonephritis,,,,,12,120,,,,,,,,,1000,1500,,,PO,
Ciprofloxacin Hydrochloride,Salmonella Enteric Fever,,,,,12,120,,,,,,,,,800,1200,,,IV,
Ciprofloxacin Hydrochloride,Salmonella Enteric Fever,,,,,12,120,,,,,,,,,1000,1500,,,PO,
Ciprofloxacin Hydrochloride,Salmonella Gastroenteritis,,,,,12,120,,,,,,,,,800,1200,,,IV,
Ciprofloxacin Hydrochloride,Salmonella Gastroenteritis,,,,,12,120,,,,,,,,,1000,1500,,,PO,
Ciprofloxacin Hydrochloride,Shigellosis,,,,,12,120,,,,,,,,,800,1200,,,IV,
Ciprofloxacin Hydrochloride,Shigellosis,,,,,12,120,,,,,,,,,1000,1500,,,PO,
Ciprofloxacin Hydrochloride,Sinusitis,,,,,12,120,,,,,,,,,800,1200,,,IV,
Ciprofloxacin Hydrochloride,Sinusitis,,,,,12,120,,,,,,,,,1000,1500,,,PO,
Ciprofloxacin Hydrochloride,Skin and Structure Infection,,,,,12,120,,,,,,,,,800,1200,,,IV,
Ciprofloxacin Hydrochloride,Skin and Structure Infection,,,,,12,120,,,,,,,,,1000,1500,,,PO,
Ciprofloxacin Hydrochloride,Skin or Soft Tissue Infection,,,,,12,120,,,,,,,,,800,1200,,,IV,
Ciprofloxacin Hydrochloride,Skin or Soft Tissue Infection,,,,,12,120,,,,,,,,,1000,1500,,,PO,
Ciprofloxacin Hydrochloride,Surgical Prophylaxis,,,,,1,11,,,10,20,,,400,,,,,,IV,
Ciprofloxacin Hydrochloride,Surgical Prophylaxis,,,,,12,120,,,,,,,,,400,800,,,IV,
Ciprofloxacin Hydrochloride,Tularemia,,,,,12,120,,,,,,,,,800,1200,,,IV,
Ciprofloxacin Hydrochloride,Tularemia,,,,,12,120,,,,,,,,,1000,1500,,,PO,
Ciprofloxacin Hydrochloride,Tularemia,,,1,,,11,,,30,45,,,1200,,,,,,IV,
Ciprofloxacin Hydrochloride,Tularemia,,,1,,,11,,,30,45,,,1500,,,,,,PO,
Ciprofloxacin Hydrochloride,Typhoid Fever,,,,,12,120,,,,,,,,,800,1200,,,IV,
Ciprofloxacin Hydrochloride,Typhoid Fever,,,,,12,120,,,,,,,,,1000,1500,,,PO,
Ciprofloxacin Hydrochloride,Urinary Tract Infection,,,,,1,11,,,18,30,,,1200,,,,,,IV,
Ciprofloxacin Hydrochloride,Urinary Tract Infection,,,,,1,11,9,12.5,,,,,,,250,375,,,PO,
Ciprofloxacin Hydrochloride,Urinary Tract Infection,,,,,1,11,24.6,31.5,,,,,,,750,1500,,,PO,
Ciprofloxacin Hydrochloride,Urinary Tract Infection,,,,,1,11,37.6,,,,,,,,1000,2250,,,PO,
Ciprofloxacin Hydrochloride,Urinary Tract Infection,,,,,1,11,12.6,24.5,,,,,,,500,750,,,PO,
Ciprofloxacin Hydrochloride,Urinary Tract Infection,,,,,1,11,32.6,37.5,,,,,,,750,1875,,,PO,
Ciprofloxacin Hydrochloride,Urinary Tract Infection,,,,,12,120,,,,,,,,,400,1200,,,IV,
Ciprofloxacin Hydrochloride,Urinary Tract Infection,,,,,12,120,,,,,,,,,500,1000,,,PO,
Clarithromycin,Bacterial Endocarditis Prophylaxis,,,,,12,120,,,,,,,,,500,1000,,,PO,
Clarithromycin,Bacterial Endocarditis Prophylaxis,,,1,,,11,,,15,22.5,,,1000,,,,,,PO,
Clarithromycin,Bronchitis,,,,,12,120,,,,,,,,,500,1000,,,PO,
Clarithromycin,Helicobacter pylori Infection,,,,,12,120,,,,,,,,,1000,1500,,,PO,
Clarithromycin,Legionella Pneumonia,,,,,12,120,,,,,,,,,1000,1500,,,PO,
Clarithromycin,Mycobacterium avium-intracellulare - Prophylaxis,,,,,12,120,,,,,,,,,1000,1500,,,PO,
Clarithromycin,Mycobacterium avium-intracellulare - Prophylaxis,,,20,,,11,,,15,22.5,,,1000,,,,,,PO,
Clarithromycin,Mycobacterium avium-intracellulare - Treatment,,,,,12,120,,,,,,,,,1000,1500,,,PO,
Clarithromycin,Mycobacterium avium-intracellulare - Treatment,,,20,,,11,,,15,22.5,,,1000,,,,,,PO,
Clarithromycin,Mycoplasma Pneumonia,,,,,12,120,,,,,,,,,500,1000,,,PO,
Clarithromycin,Mycoplasma Pneumonia,,,6,,,11,,,15,22.5,,,1000,,,,,,PO,
Clarithromycin,Otitis Media,,,6,,,11,,,15,22.5,,,1000,,,,,,PO,
Clarithromycin,Pertussis Prophylaxis,,,,,12,120,,,,,,,,,1000,1500,,,PO,
Clarithromycin,Pertussis Prophylaxis,,,,,12,120,,,,,,,,,1000,1500,,,PO,
Clarithromycin,Pertussis Prophylaxis,,,1,,,11,,,15,22.5,,,1000,,,,,,PO,
Clarithromycin,Pertussis Prophylaxis,,,1,,,11,,,15,22.5,,,1000,,,,,,PO,
Clarithromycin,Pneumonia,,,,,12,120,,,,,,,,,500,1000,,,PO,
Clarithromycin,Pneumonia,,,6,,,11,,,15,22.5,,,1000,,,,,,PO,
Clarithromycin,Sinusitis,,,,,12,120,,,,,,,,,500,1000,,,PO,
Clarithromycin,Sinusitis,,,6,,,11,,,15,22.5,,,1000,,,,,,PO,
Clarithromycin,Skin and Structure Infection,,,,,12,120,,,,,,,,,500,750,,,PO,
Clarithromycin,Skin and Structure Infection,,,6,,,11,,,15,22.5,,,1000,,,,,,PO,
Clarithromycin,Tonsillitis/Pharyngitis,,,,,12,120,,,,,,,,,500,750,,,PO,
Clarithromycin,Tonsillitis/Pharyngitis,,,6,,,11,,,15,22.5,,,1000,,,,,,PO,
Clindamycin,Bacterial Infection,,,,,12,120,,,,,,,,,600,4800,,,IM,
Clindamycin,Bacterial Infection,,,,,12,120,,,,,,,,,600,4800,,,IV,
Clindamycin,Bacterial Infection,,,,,12,120,,,,,,,,,300,1800,,,PO,
Clindamycin,Bacterial Infection,,,1,,,11,,,20,40,,,,,,,,,IM,
Clindamycin,Bacterial Infection,,,1,,,11,,,20,40,,,,,,,,,IV,
Clindamycin,Bacterial Infection,1,29,,,,,,,15,20,,,,,,,,,IV,
Clindamycin,Bacterial Infection,,,1,,,11,,10.5,,,,,,,112.5,150,,,PO,
Clindamycin,Bacterial Infection,,,1,,,11,10.6,,8,25,,,,,,,,,PO,
Clindamycin + Anhydrous Benzoyl Peroxide,Bacterial Infection,,,,,12,120,,,,,,,,,600,4800,,,IM,
Clindamycin + Anhydrous Benzoyl Peroxide,Bacterial Infection,,,,,12,120,,,,,,,,,600,4800,,,IV,
Clindamycin + Anhydrous Benzoyl Peroxide,Bacterial Infection,,,,,12,120,,,,,,,,,300,1800,,,PO,
Clindamycin + Anhydrous Benzoyl Peroxide,Bacterial Infection,,,1,,,11,,,20,40,,,,,,,,,IM,
Clindamycin + Anhydrous Benzoyl Peroxide,Bacterial Infection,,,1,,,11,,,20,40,,,,,,,,,IV,
Clindamycin + Anhydrous Benzoyl Peroxide,Bacterial Infection,1,29,,,,,,,15,20,,,,,,,,,IV,
Clindamycin + Anhydrous Benzoyl Peroxide,Bacterial Infection,,,1,,,11,,10.5,,,,,,,112.5,150,,,PO,
Clindamycin + Anhydrous Benzoyl Peroxide,Bacterial Infection,,,1,,,11,10.6,,8,25,,,,,,,,,PO,
Cloxacillin,Pneumonia,,,,,1,11,,,50,100,,,4000,,,,,,PO,
Cloxacillin,Pneumonia,,,,,18,120,,,,,,,,,1000,4000,,,PO,
Cloxacillin,Skin and Structure Infection,,,,,1,11,,,50,100,,,4000,,,,,,PO,
Cloxacillin,Skin and Structure Infection,,,,,18,120,,,,,,,,,1000,4000,,,PO,
Cloxacillin,Upper Respiratory Tract Infection,,,,,1,11,,,50,100,,,4000,,,,,,PO,
Cloxacillin,Upper Respiratory Tract Infection,,,,,18,120,,,,,,,,,1000,4000,,,PO,
Dapsone,Dermatitis Herpetiformis,,,,,12,120,,,,,,,,,50,300,,,PO,
Dapsone,Leprosy,,,1,,,11,,,1,2,,,,,,,,,PO,
Dapsone,Leprosy - Lepromatous,,,,,12,120,,,,,,,,,50,100,,,PO,
Dapsone,Leprosy - Tuberculoid,,,,,12,120,,,,,,,,,50,100,,,PO,
Dapsone,Pneumocystis Pneumonia,,,,,12,120,,,,,,,,,100,200,,,PO,
Dapsone,Pneumocystis Pneumonia Prophylaxis,,,,,12,120,,,,,,,,,100,200,,,PO,
Dapsone,Pneumocystis Pneumonia Prophylaxis,,,1,,,11,,,2,4,,,100,,,,,,PO,
Dapsone,Toxoplasmosis - Prophylaxis,,,,,12,120,,,,,,,,,100,200,,,PO,
Dapsone,Toxoplasmosis - Prophylaxis,,,1,,,11,,,2,4,,,25,,,,,,PO,
Demeclocycline Hydrochloride,Bacterial Infection,,,,,8,11,,,7,13,,,600,,,,,,PO,
Demeclocycline Hydrochloride,Bacterial Infection,,,,,12,120,,,,,,,,,600,900,,,PO,
Demeclocycline Hydrochloride,SIADH,,,,,12,120,,,,,,,,,600,1200,,,PO,
Dicloxacillin,Bronchitis,,,,,12,120,,,,,,,,,1000,2000,,,PO,
Dicloxacillin,Osteomyelitis,,,,,1,11,,39.5,50,100,,,2000,,,,,,PO,
Dicloxacillin,Osteomyelitis,,,,,1,11,40,,,,,,,,1000,1250,,,PO,
Dicloxacillin,Pharyngitis,,,,,12,120,,,,,,,,,1000,1250,,,PO,
Dicloxacillin,Pneumonia,,,,,1,11,,39.5,,,,,,,1000,1250,,,PO,
Dicloxacillin,Pneumonia,,,,,1,11,40,,,,,,,,1000,1250,,,PO,
Dicloxacillin,Pneumonia,,,,,12,120,,,,,,,,,2000,2500,,,PO,
Dicloxacillin,Skin or Soft Tissue Infection,,,,,1,11,,39.5,,,,,,,500,1000,,,PO,
Dicloxacillin,Skin or Soft Tissue Infection,,,,,1,11,40,,,,,,,,1000,1250,,,PO,
Dicloxacillin,Skin or Soft Tissue Infection,,,,,12,120,,,,,,,,,2000,2500,,,PO,
Dicloxacillin,Upper Respiratory Tract Infection,,,,,12,120,,,,,,,,,1000,1250,,,PO,
Dicloxacillin,Upper Respiratory Tract Infection,,,1,,,11,,39.5,,,,,,,500,1000,,,PO,
Dicloxacillin,Upper Respiratory Tract Infection,,,1,,,11,40,,,,,,,,1000,1250,,,PO,
Doripenem,Intraabdominal Infection,,,,,18,120,,,,,,,,,1500,2000,,,IV,
Doripenem,Pyelonephritis,,,,,18,120,,,,,,,,,1500,2000,,,IV,
Doripenem,Urinary Tract Infection,,,,,18,120,,,,,,,,,1500,2000,,,IV,
Doxycycline,Acne,,,,,12,120,,,,,,,,,100,200,,,IV,
Doxycycline,Acne,,,,,12,120,,,,,,,,,100,240,,,PO,
Doxycycline,Acne,,,1,,,11,,,2,4.4,,,,,,,,,IV,
Doxycycline,Acne,,,1,,,11,,,2,4.4,,,,,,,,,PO,
Doxycycline,Acne Rosacea,,,,,12,120,,,,,,,,,40,80,,,PO,
Doxycycline,Actinomycosis,,,,,12,120,,,,,,,,,100,200,,,IV,
Doxycycline,Actinomycosis,,,,,12,120,,,,,,,,,100,240,,,PO,
Doxycycline,Actinomycosis,,,1,,,11,,,2,4.4,,,,,,,,,IV,
Doxycycline,Actinomycosis,,,1,,,11,,,2,4.4,,,,,,,,,PO,
Doxycycline,Amebiasis,,,,,12,120,,,,,,,,,100,200,,,IV,
Doxycycline,Amebiasis,,,,,12,120,,,,,,,,,100,240,,,PO,
Doxycycline,Amebiasis,,,1,,,11,,,2,4.4,,,,,,,,,IV,
Doxycycline,Amebiasis,,,1,,,11,,,2,4.4,,,,,,,,,PO,
Doxycycline,Anthrax Prophylaxis,,,,,12,120,,,,,,,,,100,200,,,IV,
Doxycycline,Anthrax Prophylaxis,,,,,12,120,,,,,,,,,100,240,,,PO,
Doxycycline,Anthrax Prophylaxis,,,1,,,11,,,4,6.4,,,,,,,,,IV,
Doxycycline,Anthrax Prophylaxis,1,29,,,,,,,4,6.4,,,,,,,,,IV,
Doxycycline,Anthrax Prophylaxis,,,1,,,11,,,4,6.4,,,,,,,,,PO,
Doxycycline,Anthrax Prophylaxis,1,29,,,,,,,4,6.4,,,,,,,,,PO,
Doxycycline,Bacterial Infection,,,,,12,120,,,,,,,,,100,200,,,IV,
Doxycycline,Bacterial Infection,,,,,12,120,,,,,,,,,100,240,,,PO,
Doxycycline,Bacterial Infection,,,1,,,11,,,2,4.4,,,,,,,,,IV,
Doxycycline,Bacterial Infection,,,1,,,11,,,2,4.4,,,,,,,,,PO,
Doxycycline,Bartonellosis,,,,,12,120,,,,,,,,,100,200,,,IV,
Doxycycline,Bartonellosis,,,,,12,120,,,,,,,,,100,240,,,PO,
Doxycycline,Bartonellosis,,,1,,,11,,,2,4.4,,,,,,,,,IV,
Doxycycline,Bartonellosis,,,1,,,11,,,2,4.4,,,,,,,,,PO,
Doxycycline,Bone and Joint Infection,,,,,12,120,,,,,,,,,200,300,,,PO,
Doxycycline,Bronchitis,,,,,8,11,,,2,4,,,,,,,,,IV,
Doxycycline,Bronchitis,,,,,8,11,,,2,4,,,,,,,,,PO,
Doxycycline,Bronchitis,,,,,12,120,,,,,,,,,100,200,,,IV,
Doxycycline,Bronchitis,,,,,12,120,,,,,,,,,100,240,,,PO,
Doxycycline,Brucellosis,,,,,12,120,,,,,,,,,100,200,,,IV,
Doxycycline,Brucellosis,,,,,12,120,,,,,,,,,100,240,,,PO,
Doxycycline,Brucellosis,,,1,,,11,,,2,4.4,,,,,,,,,IV,
Doxycycline,Brucellosis,,,1,,,11,,,2,4.4,,,,,,,,,PO,
Doxycycline,Cervicitis,,,,,8,11,,,,,,,,,100,200,,,PO,
Doxycycline,Cervicitis,,,,,12,120,,,,,,,,,200,300,,,PO,
Doxycycline,Chancroid,,,,,12,120,,,,,,,,,100,200,,,IV,
Doxycycline,Chancroid,,,,,12,120,,,,,,,,,100,240,,,PO,
Doxycycline,Chancroid,,,1,,,11,,,2,4.4,,,,,,,,,IV,
Doxycycline,Chancroid,,,1,,,11,,,2,4.4,,,,,,,,,PO,
Doxycycline,Chlamydia Infection,,,,,8,11,,,,,,,,,100,200,,,PO,
Doxycycline,Chlamydia Infection,,,,,12,120,,,,,,,,,100,200,,,IV,
Doxycycline,Chlamydia Infection,,,,,12,120,,,,,,,,,100,240,,,PO,
Doxycycline,Cholera,,,,,12,120,,,,,,,,,100,200,,,IV,
Doxycycline,Cholera,,,,,12,120,,,,,,,,,100,240,,,PO,
Doxycycline,Cholera,,,1,,,11,,,2,4,,,,,,,,,IV,
Doxycycline,Cholera,,,1,,,11,,,2,4,,,,,,,,,PO,
Doxycycline,Cutaneous Bacillus anthracis,,,,,12,120,,,,,,,,,100,200,,,IV,
Doxycycline,Cutaneous Bacillus anthracis,,,,,12,120,,,,,,,,,100,240,,,PO,
Doxycycline,Cutaneous Bacillus anthracis,,,1,,,11,,,4,6.4,,,,,,,,,IV,
Doxycycline,Cutaneous Bacillus anthracis,1,29,,,,,,,4,6.4,,,,,,,,,IV,
Doxycycline,Cutaneous Bacillus anthracis,,,1,,,11,,,4,6.4,,,,,,,,,PO,
Doxycycline,Cutaneous Bacillus anthracis,1,29,,,,,,,4,6.4,,,,,,,,,PO,
Doxycycline,Epididymitis - Sexually Transmitted,,,,,12,120,,,,,,,,,100,200,,,IV,
Doxycycline,Epididymitis - Sexually Transmitted,,,,,12,120,,,,,,,,,100,240,,,PO,
Doxycycline,Gonococcal Infection - Uncomplicated,,,,,12,120,,,,,,,,,100,200,,,IV,
Doxycycline,Gonococcal Infection - Uncomplicated,,,,,12,120,,,,,,,,,100,240,,,PO,
Doxycycline,Granuloma Inguinale,,,,,8,11,,,2,4,,,,,,,,,IV,
Doxycycline,Granuloma Inguinale,,,,,8,11,,,2,4,,,,,,,,,PO,
Doxycycline,Granuloma Inguinale,,,,,12,120,,,,,,,,,100,200,,,IV,
Doxycycline,Granuloma Inguinale,,,,,12,120,,,,,,,,,100,240,,,PO,
Doxycycline,Inclusion Conjunctivitis,,,,,12,120,,,,,,,,,100,200,,,IV,
Doxycycline,Inclusion Conjunctivitis,,,,,12,120,,,,,,,,,100,240,,,PO,
Doxycycline,Inclusion Conjunctivitis,,,1,,,11,,,2,4.4,,,,,,,,,IV,
Doxycycline,Inclusion Conjunctivitis,,,1,,,11,,,2,4.4,,,,,,,,,PO,
Doxycycline,Inhalation Bacillus anthracis,,,,,12,120,,,,,,,,,100,200,,,IV,
Doxycycline,Inhalation Bacillus anthracis,,,,,12,120,,,,,,,,,100,240,,,PO,
Doxycycline,Inhalation Bacillus anthracis,,,1,,,11,,,4,6.4,,,,,,,,,IV,
Doxycycline,Inhalation Bacillus anthracis,1,29,,,,,,,4,6.4,,,,,,,,,IV,
Doxycycline,Inhalation Bacillus anthracis,,,1,,,11,,,4,6.4,,,,,,,,,PO,
Doxycycline,Inhalation Bacillus anthracis,1,29,,,,,,,4,6.4,,,,,,,,,PO,
Doxycycline,Lyme Disease,,,,,8,11,,,4,6,,,100,,,,,,PO,
Doxycycline,Lyme Disease,,,,,12,120,,,,,,,,,200,300,,,PO,
Doxycycline,Lyme Disease - Arthritis,,,,,8,11,,,4,6,,,100,,,,,,PO,
Doxycycline,Lyme Disease - Arthritis,,,,,12,120,,,,,,,,,200,300,,,PO,
Doxycycline,Lyme Disease - Carditis,,,,,8,11,,,4,6,,,100,,,,,,PO,
Doxycycline,Lyme Disease - Carditis,,,,,12,120,,,,,,,,,200,300,,,PO,
Doxycycline,Lyme Disease - Erythema Chronicum Migrans,,,,,8,11,,,4,6,,,100,,,,,,PO,
Doxycycline,Lyme Disease - Erythema Chronicum Migrans,,,,,12,120,,,,,,,,,200,300,,,PO,
Doxycycline,Lyme Disease - Neurologic,,,,,8,11,,,4,8,,,200,,,,,,PO,
Doxycycline,Lyme Disease - Neurologic,,,,,12,120,,,,,,,,,200,400,,,PO,
Doxycycline,Lymphogranuloma Venereum,,,,,8,11,,,2,4,,,,,,,,,IV,
Doxycycline,Lymphogranuloma Venereum,,,,,8,11,,,2,4,,,,,,,,,PO,
Doxycycline,Lymphogranuloma Venereum,,,,,12,120,,,,,,,,,100,200,,,IV,
Doxycycline,Lymphogranuloma Venereum,,,,,12,120,,,,,,,,,100,240,,,PO,
Doxycycline,Malaria,,,,,8,11,,,2,4.4,,,,,,,,,PO,
Doxycycline,Malaria,,,,,12,120,,,,,,,,,100,200,,,IV,
Doxycycline,Malaria,,,,,12,120,,,,,,,,,100,240,,,PO,
Doxycycline,Malaria Prophylaxis,,,,,8,11,,,2,4,,,100,,,,,,PO,
Doxycycline,Malaria Prophylaxis,,,,,12,120,,,,,,,,,100,200,,,IV,
Doxycycline,Malaria Prophylaxis,,,,,12,120,,,,,,,,,100,240,,,PO,
Doxycycline,Melioidosis,,,,,12,120,,,,,,,,,200,300,,,PO,
Doxycycline,Mycoplasma Pneumonia,,,,,12,120,,,,,,,,,100,200,,,IV,
Doxycycline,Mycoplasma Pneumonia,,,,,12,120,,,,,,,,,100,240,,,PO,
Doxycycline,Mycoplasma Pneumonia,,,1,,,11,,,2.2,4.4,,,,,,,,,IV,
Doxycycline,Mycoplasma Pneumonia,,,1,,,11,,,2,4,,,,,,,,,PO,
Doxycycline,Nongonococcal Urethritis,,,,,8,11,,,,,,,,,100,200,,,PO,
Doxycycline,Nongonococcal Urethritis,,,,,12,120,,,,,,,,,100,200,,,IV,
Doxycycline,Nongonococcal Urethritis,,,,,12,120,,,,,,,,,100,240,,,PO,
Doxycycline,Nongonococcal Urethritis,,,1,,,11,,,,,,,,,100,200,,,IV,
Doxycycline,Ornithosis,,,,,12,120,,,,,,,,,100,200,,,IV,
Doxycycline,Ornithosis,,,,,12,120,,,,,,,,,100,240,,,PO,
Doxycycline,Ornithosis,,,1,,,11,,,2,4.4,,,,,,,,,IV,
Doxycycline,Ornithosis,,,1,,,11,,,2,4.4,,,,,,,,,PO,
Doxycycline,Pelvic Inflammatory Disease,,,,,12,120,,,,,,,,,200,300,,,PO,
Doxycycline,Periodontitis,,,,,12,120,,,,,,,,,100,200,,,IV,
Doxycycline,Periodontitis,,,,,12,120,,,,,,,,,100,240,,,PO,
Doxycycline,Plague,,,,,8,11,,,2,4.4,,,,,,,,,IV,
Doxycycline,Plague,,,,,8,11,,,2,4,,,,,,,,,PO,
Doxycycline,Plague,,,,,12,120,,,,,,,,,100,200,,,IV,
Doxycycline,Plague,,,,,12,120,,,,,,,,,100,240,,,PO,
Doxycycline,Plague Prophylaxis,,,,,8,11,,,2,4,,,,,,,,,PO,
Doxycycline,Plague Prophylaxis,,,,,12,120,,,,,,,,,100,200,,,IV,
Doxycycline,Plague Prophylaxis,,,,,12,120,,,,,,,,,100,240,,,PO,
Doxycycline,Pleural Effusion,,,,,12,120,,,,,,,,,250,1000,,,IV,
Doxycycline,Pneumonia,,,,,8,11,,,2,4,,,,,,,,,IV,
Doxycycline,Pneumonia,,,,,8,11,,,2,4,,,,,,,,,PO,
Doxycycline,Pneumonia,,,,,12,120,,,,,,,,,100,200,,,IV,
Doxycycline,Pneumonia,,,,,12,120,,,,,,,,,100,240,,,PO,
Doxycycline,Proctitis,,,,,12,120,,,,,,,,,200,300,,,PO,
Doxycycline,Psittacosis,,,,,12,120,,,,,,,,,100,200,,,IV,
Doxycycline,Psittacosis,,,,,12,120,,,,,,,,,100,240,,,PO,
Doxycycline,Psittacosis,,,1,,,11,,,2,4.4,,,,,,,,,IV,
Doxycycline,Psittacosis,,,1,,,11,,,2,4.4,,,,,,,,,PO,
Doxycycline,Q Fever,,,,,8,11,,,2,4,,,,,,,,,IV,
Doxycycline,Q Fever,,,,,8,11,,,2,4,,,,,,,,,PO,
